Aggregate,Dish,Washer,Fridge
1437.15,2.0,4.0,143.0
1434.9699999999998,2.0,4.0,148.0
1437.1,2.0,4.0,140.0
1438.76,2.0,4.0,144.0
1439.22,2.0,4.0,144.0
1439.14,2.0,4.0,139.0
1437.9,2.0,4.0,149.0
1437.23,2.0,4.0,144.0
1435.78,2.0,4.0,146.0
1435.48,2.0,4.0,143.0
1280.42,2.0,4.0,148.0
1278.15,2.0,4.0,144.0
1274.6,2.0,4.0,147.0
1287.73,2.0,4.0,142.0
1285.9499999999998,2.0,4.0,141.0
1136.69,0.0,3.0,4.0
1133.27,1.0,3.0,4.0
1130.59,0.0,3.0,3.0
1134.1,0.0,3.0,4.0
1137.05,0.0,3.0,4.0
1135.77,0.0,3.0,4.0
1132.83,0.0,3.0,4.0
1133.61,1.0,3.0,4.0
1136.02,1.0,3.0,4.0
1133.65,0.0,3.0,4.0
1131.08,0.0,3.0,4.0
1132.8,0.0,3.0,4.0
1133.29,0.0,3.0,4.0
1137.41,0.0,3.0,4.0
1134.36,0.0,3.0,4.0
1090.22,0.0,2.0,4.0
1078.99,0.0,3.0,4.0
977.55,0.0,3.0,4.0
962.96,0.0,2.0,4.0
961.6,0.0,2.0,3.0
964.21,0.0,2.0,3.0
962.06,0.0,3.0,4.0
962.12,0.0,2.0,3.0
960.98,0.0,2.0,4.0
965.91,0.0,3.0,4.0
965.98,0.0,3.0,4.0
959.51,0.0,2.0,4.0
957.48,0.0,2.0,4.0
964.34,0.0,2.0,4.0
963.47,0.0,2.0,4.0
963.35,0.0,2.0,4.0
962.89,0.0,3.0,4.0
962.02,0.0,2.0,4.0
962.47,0.0,3.0,4.0
962.95,0.0,3.0,4.0
960.16,0.0,3.0,3.0
964.03,0.0,2.0,3.0
964.45,0.0,3.0,3.0
962.59,0.0,3.0,4.0
961.12,0.0,2.0,3.0
961.36,0.0,3.0,4.0
965.29,0.0,3.0,4.0
925.67,0.0,3.0,4.0
925.81,0.0,3.0,4.0
927.42,0.0,2.0,3.0
904.06,0.0,2.0,4.0
926.71,0.0,3.0,4.0
924.65,0.0,2.0,4.0
925.82,0.0,2.0,4.0
924.39,0.0,2.0,4.0
925.4,0.0,2.0,4.0
927.51,0.0,3.0,4.0
925.07,0.0,2.0,4.0
922.81,0.0,2.0,4.0
925.76,0.0,3.0,4.0
923.1,0.0,3.0,4.0
924.91,0.0,3.0,4.0
926.67,0.0,3.0,3.0
923.99,0.0,2.0,4.0
924.62,0.0,2.0,3.0
925.28,0.0,2.0,3.0
923.95,0.0,2.0,3.0
923.69,0.0,2.0,4.0
921.08,0.0,2.0,4.0
923.5,0.0,3.0,3.0
922.23,0.0,2.0,4.0
920.91,0.0,2.0,4.0
918.13,0.0,2.0,4.0
921.54,0.0,3.0,3.0
924.07,0.0,3.0,3.0
923.25,0.0,2.0,4.0
921.67,0.0,3.0,4.0
922.67,0.0,2.0,4.0
923.98,0.0,2.0,4.0
921.83,0.0,2.0,4.0
925.87,0.0,2.0,4.0
926.3,0.0,3.0,4.0
926.05,0.0,2.0,4.0
926.02,0.0,3.0,4.0
925.45,0.0,2.0,3.0
917.93,0.0,3.0,4.0
926.87,0.0,3.0,3.0
925.62,0.0,3.0,3.0
926.33,0.0,2.0,3.0
925.36,0.0,2.0,4.0
923.33,0.0,2.0,4.0
925.82,0.0,2.0,4.0
922.29,0.0,2.0,3.0
923.44,0.0,2.0,3.0
925.97,0.0,3.0,4.0
922.87,0.0,3.0,4.0
923.99,0.0,2.0,3.0
925.42,0.0,2.0,3.0
925.93,0.0,3.0,3.0
923.68,0.0,2.0,3.0
921.65,0.0,2.0,4.0
926.94,0.0,3.0,4.0
926.01,0.0,2.0,3.0
353.87,0.0,2.0,1.0
353.40000000000003,0.0,2.0,1.0
354.05,0.0,2.0,1.0
353.79,0.0,3.0,1.0
354.51,0.0,2.0,1.0
354.91,0.0,2.0,1.0
351.13,0.0,3.0,1.0
351.09,0.0,3.0,1.0
352.02,0.0,2.0,1.0
352.5,0.0,2.0,1.0
351.03,0.0,2.0,1.0
353.48,0.0,2.0,1.0
351.37,0.0,2.0,1.0
350.63,0.0,2.0,1.0
350.78,0.0,3.0,1.0
351.54,0.0,3.0,1.0
350.3,0.0,3.0,1.0
351.79,0.0,2.0,1.0
351.85,0.0,2.0,1.0
351.76,0.0,3.0,1.0
351.18,0.0,3.0,1.0
352.16,0.0,2.0,1.0
350.38,0.0,2.0,1.0
350.84000000000003,0.0,2.0,1.0
351.14,0.0,2.0,1.0
351.22,0.0,2.0,1.0
351.25,0.0,3.0,1.0
350.98,0.0,3.0,1.0
351.18,0.0,2.0,1.0
351.86,0.0,2.0,1.0
349.63,0.0,2.0,1.0
350.67,0.0,2.0,1.0
352.14,0.0,2.0,1.0
351.35,0.0,2.0,1.0
350.57,0.0,2.0,1.0
350.16,0.0,3.0,1.0
356.28,0.0,2.0,1.0
353.42,0.0,2.0,1.0
352.47,0.0,3.0,1.0
349.76,0.0,2.0,1.0
350.88,0.0,2.0,1.0
350.43999999999994,0.0,2.0,1.0
353.58000000000004,0.0,3.0,1.0
350.93,0.0,3.0,1.0
350.18,0.0,2.0,1.0
350.45,0.0,2.0,1.0
350.83,0.0,3.0,1.0
350.5,0.0,3.0,1.0
349.88,0.0,2.0,1.0
351.73,0.0,2.0,1.0
351.44000000000005,0.0,2.0,1.0
350.75,0.0,3.0,1.0
351.55,0.0,3.0,1.0
350.90000000000003,0.0,2.0,0.0
350.77,0.0,2.0,1.0
352.31,0.0,2.0,1.0
352.06,0.0,3.0,1.0
351.80999999999995,0.0,2.0,1.0
355.09000000000003,0.0,2.0,1.0
353.29,0.0,2.0,1.0
354.24,0.0,2.0,1.0
352.21000000000004,0.0,2.0,1.0
353.45000000000005,0.0,2.0,1.0
352.42,0.0,2.0,1.0
354.22,0.0,3.0,1.0
355.74,0.0,2.0,1.0
354.8,0.0,2.0,1.0
350.01,0.0,2.0,1.0
354.96000000000004,0.0,2.0,1.0
353.44000000000005,0.0,2.0,1.0
354.07,0.0,2.0,1.0
355.22,0.0,2.0,1.0
354.71000000000004,0.0,2.0,1.0
352.03,0.0,2.0,1.0
351.5,0.0,2.0,1.0
355.14,0.0,2.0,2.0
354.55,0.0,2.0,1.0
351.53000000000003,0.0,2.0,1.0
355.07,0.0,2.0,1.0
356.3,0.0,2.0,1.0
353.47,0.0,3.0,1.0
353.16,0.0,2.0,1.0
352.02,0.0,2.0,1.0
355.32,0.0,3.0,1.0
354.56,0.0,3.0,1.0
350.85,0.0,3.0,1.0
351.69,0.0,2.0,1.0
351.52,0.0,2.0,1.0
351.66,0.0,2.0,1.0
352.7,0.0,2.0,1.0
351.19000000000005,0.0,3.0,1.0
351.68999999999994,0.0,2.0,1.0
352.51,0.0,2.0,1.0
351.21,0.0,3.0,1.0
353.62,0.0,2.0,1.0
352.15,0.0,2.0,1.0
350.1,0.0,3.0,1.0
349.78,0.0,2.0,0.0
353.09,0.0,2.0,1.0
351.89,0.0,2.0,1.0
351.73,0.0,2.0,1.0
351.35,0.0,2.0,1.0
351.25,0.0,3.0,1.0
351.78,0.0,2.0,1.0
352.38,0.0,2.0,1.0
350.76,0.0,2.0,1.0
351.95,0.0,2.0,1.0
351.22,0.0,3.0,1.0
350.37,0.0,3.0,1.0
351.08000000000004,0.0,2.0,1.0
351.61,0.0,3.0,2.0
351.1,0.0,2.0,1.0
351.39,0.0,3.0,1.0
350.91,0.0,2.0,1.0
346.11,0.0,2.0,1.0
351.1,0.0,2.0,1.0
350.7,0.0,2.0,1.0
351.55,0.0,2.0,1.0
350.16,0.0,2.0,1.0
350.08,0.0,3.0,1.0
350.17999999999995,0.0,2.0,1.0
350.45,0.0,2.0,1.0
350.73,0.0,3.0,1.0
351.96000000000004,0.0,3.0,1.0
351.43,0.0,2.0,1.0
348.16,0.0,2.0,1.0
349.02,0.0,2.0,1.0
352.17,0.0,2.0,1.0
350.29999999999995,0.0,2.0,1.0
350.61,0.0,3.0,1.0
349.88,0.0,2.0,1.0
349.51,0.0,3.0,1.0
351.21,0.0,2.0,1.0
348.43,0.0,3.0,1.0
347.68,0.0,3.0,1.0
353.52,0.0,2.0,1.0
353.4,0.0,2.0,1.0
355.5,0.0,3.0,1.0
352.89,0.0,2.0,1.0
348.85,0.0,3.0,1.0
351.48,0.0,3.0,1.0
349.23,0.0,2.0,1.0
349.72,0.0,2.0,1.0
351.03000000000003,0.0,3.0,1.0
351.25,0.0,2.0,1.0
352.02,0.0,2.0,1.0
352.14,0.0,3.0,1.0
353.21,0.0,2.0,1.0
353.51,0.0,2.0,1.0
406.2,0.0,3.0,1.0
433.05,0.0,2.0,1.0
433.29,0.0,2.0,1.0
430.64,0.0,2.0,1.0
430.46,0.0,2.0,1.0
421.58,0.0,2.0,1.0
421.81,0.0,2.0,1.0
345.94,0.0,2.0,1.0
340.03,0.0,3.0,1.0
339.53,0.0,3.0,1.0
338.3,0.0,2.0,0.0
339.79,0.0,2.0,0.0
223.54,0.0,3.0,1.0
223.65,0.0,3.0,1.0
222.36,0.0,3.0,0.0
221.23,0.0,2.0,1.0
221.36,1.0,3.0,0.0
221.57,0.0,2.0,1.0
220.8,0.0,2.0,1.0
222.37,0.0,3.0,0.0
221.62,0.0,3.0,1.0
220.27,0.0,3.0,1.0
352.39,0.0,3.0,1.0
351.56,0.0,3.0,1.0
349.36,0.0,2.0,1.0
351.32,0.0,2.0,1.0
351.55,0.0,2.0,1.0
350.5,0.0,2.0,1.0
349.86,0.0,3.0,1.0
348.94,0.0,2.0,1.0
349.51,0.0,2.0,1.0
348.34,0.0,3.0,1.0
351.49,0.0,2.0,1.0
351.47,0.0,2.0,1.0
350.14,0.0,2.0,1.0
348.9,0.0,2.0,1.0
349.25,0.0,2.0,1.0
348.95,0.0,2.0,1.0
349.93,0.0,2.0,1.0
350.42,0.0,2.0,1.0
349.38,0.0,3.0,1.0
350.55,0.0,2.0,1.0
350.76,0.0,2.0,1.0
350.83000000000004,0.0,2.0,1.0
349.8,0.0,2.0,1.0
350.11,0.0,2.0,1.0
427.2,0.0,2.0,1.0
426.48,0.0,2.0,1.0
424.21,0.0,3.0,1.0
425.78,0.0,2.0,1.0
423.86,0.0,2.0,1.0
420.49,0.0,2.0,1.0
337.17,0.0,3.0,1.0
335.92,0.0,2.0,1.0
337.15,0.0,2.0,1.0
336.94000000000005,0.0,3.0,1.0
342.01,0.0,3.0,1.0
220.92,0.0,3.0,1.0
220.97,1.0,3.0,1.0
222.47,0.0,3.0,1.0
220.4,0.0,3.0,1.0
219.99,1.0,3.0,1.0
221.29,1.0,3.0,1.0
221.16,0.0,3.0,1.0
223.79,0.0,3.0,1.0
221.66,0.0,3.0,1.0
219.55,0.0,3.0,1.0
219.62,0.0,3.0,1.0
355.08000000000004,0.0,3.0,1.0
350.43,0.0,2.0,1.0
349.86,0.0,3.0,1.0
349.91,0.0,2.0,1.0
350.2,0.0,2.0,1.0
352.25,0.0,2.0,1.0
352.84000000000003,0.0,2.0,1.0
353.22,0.0,2.0,1.0
352.18,0.0,3.0,1.0
351.83,0.0,3.0,1.0
351.05,0.0,2.0,0.0
351.51,0.0,2.0,0.0
352.34,0.0,2.0,1.0
350.15000000000003,0.0,2.0,1.0
352.86,0.0,2.0,1.0
352.26000000000005,0.0,2.0,1.0
352.51,0.0,2.0,1.0
351.47,0.0,2.0,1.0
353.13,0.0,2.0,1.0
350.77,0.0,2.0,1.0
353.4,0.0,2.0,1.0
354.64,0.0,3.0,1.0
352.23,0.0,2.0,1.0
352.63,0.0,2.0,1.0
353.0,0.0,2.0,1.0
350.17,0.0,3.0,1.0
350.44,0.0,2.0,1.0
350.46,0.0,2.0,1.0
340.94000000000005,0.0,2.0,1.0
349.41,0.0,3.0,1.0
349.66,0.0,2.0,1.0
349.29,0.0,2.0,1.0
348.29,0.0,2.0,1.0
346.32,0.0,2.0,2.0
348.35,0.0,2.0,1.0
349.04,0.0,3.0,1.0
349.64,0.0,2.0,1.0
349.26,0.0,2.0,1.0
348.22,0.0,2.0,1.0
348.53000000000003,0.0,2.0,1.0
347.42,0.0,2.0,1.0
350.15000000000003,0.0,3.0,1.0
350.1,0.0,2.0,1.0
348.59000000000003,0.0,3.0,1.0
347.79,0.0,2.0,1.0
347.77,0.0,2.0,1.0
348.33,0.0,2.0,1.0
425.04,0.0,2.0,1.0
424.25,0.0,3.0,1.0
423.74,0.0,3.0,1.0
422.0,0.0,2.0,1.0
423.75,0.0,2.0,1.0
340.07,0.0,3.0,1.0
337.01,0.0,2.0,1.0
335.73,0.0,3.0,1.0
335.07,0.0,2.0,1.0
334.48,0.0,2.0,1.0
336.56,0.0,2.0,2.0
337.41,0.0,2.0,1.0
336.86,0.0,2.0,1.0
336.07,0.0,3.0,1.0
218.96,1.0,3.0,0.0
220.8,0.0,3.0,0.0
220.33,0.0,2.0,1.0
220.59,0.0,3.0,1.0
218.96,0.0,3.0,0.0
218.01,0.0,2.0,0.0
219.35,0.0,3.0,1.0
220.42,0.0,3.0,0.0
219.55,1.0,2.0,0.0
218.68,1.0,3.0,1.0
219.12,0.0,2.0,1.0
394.96,0.0,3.0,171.0
489.8,0.0,3.0,184.0
497.24,0.0,3.0,186.0
484.43,0.0,2.0,183.0
401.48,0.0,3.0,181.0
397.0,0.0,3.0,175.0
398.62,0.0,3.0,176.0
392.35,0.0,3.0,172.0
390.87,0.0,3.0,169.0
391.22,0.0,2.0,169.0
389.3,0.0,3.0,166.0
386.1,0.0,2.0,163.0
944.39,2.0,3.0,166.0
937.74,2.0,3.0,163.0
939.71,1.0,3.0,164.0
933.92,1.0,3.0,160.0
933.73,2.0,3.0,162.0
930.09,1.0,3.0,161.0
931.61,1.0,3.0,158.0
927.1,1.0,3.0,166.0
927.94,2.0,3.0,162.0
923.9,1.0,3.0,160.0
924.31,1.0,3.0,163.0
920.13,1.0,3.0,162.0
921.0,1.0,3.0,163.0
919.48,1.0,3.0,161.0
918.77,1.0,3.0,161.0
914.3,1.0,3.0,160.0
913.1,1.0,3.0,160.0
915.27,1.0,3.0,160.0
913.13,1.0,3.0,163.0
914.92,2.0,3.0,159.0
909.93,1.0,3.0,159.0
907.9,1.0,3.0,161.0
905.58,1.0,3.0,159.0
907.38,1.0,3.0,156.0
909.78,1.0,3.0,158.0
905.56,1.0,3.0,155.0
907.0,1.0,3.0,160.0
905.52,1.0,3.0,157.0
906.42,1.0,3.0,155.0
901.19,1.0,3.0,158.0
901.65,1.0,3.0,156.0
899.6,1.0,3.0,154.0
898.07,1.0,3.0,157.0
898.8299999999999,1.0,3.0,156.0
897.93,1.0,3.0,154.0
900.75,1.0,3.0,154.0
900.08,1.0,3.0,154.0
901.27,1.0,3.0,154.0
898.5600000000001,1.0,3.0,154.0
881.2800000000001,1.0,3.0,154.0
898.26,1.0,3.0,154.0
896.47,1.0,3.0,154.0
896.45,1.0,3.0,154.0
895.16,1.0,3.0,154.0
895.8399999999999,1.0,3.0,154.0
896.86,2.0,3.0,155.0
895.51,1.0,3.0,152.0
893.8000000000001,2.0,3.0,152.0
894.44,1.0,3.0,152.0
891.64,1.0,3.0,155.0
892.52,1.0,3.0,155.0
890.43,1.0,3.0,154.0
896.09,1.0,3.0,151.0
894.7900000000001,1.0,3.0,154.0
894.64,1.0,3.0,153.0
893.79,1.0,3.0,153.0
891.57,1.0,3.0,154.0
890.73,1.0,3.0,155.0
893.49,1.0,3.0,154.0
893.1700000000001,2.0,3.0,154.0
893.18,1.0,3.0,156.0
890.98,1.0,3.0,152.0
891.05,1.0,3.0,153.0
893.5400000000001,1.0,3.0,152.0
892.0999999999999,1.0,3.0,155.0
892.6600000000001,1.0,3.0,157.0
892.86,1.0,3.0,151.0
889.1999999999999,1.0,3.0,150.0
891.04,1.0,3.0,152.0
891.68,1.0,3.0,155.0
891.26,1.0,3.0,158.0
891.91,2.0,3.0,151.0
891.1400000000001,1.0,3.0,148.0
890.72,1.0,3.0,151.0
888.39,1.0,3.0,155.0
891.32,1.0,3.0,152.0
891.87,1.0,3.0,154.0
891.0899999999999,2.0,3.0,139.0
890.5699999999999,0.0,3.0,162.0
891.0,1.0,3.0,152.0
891.1800000000001,1.0,3.0,151.0
891.23,1.0,3.0,153.0
890.96,1.0,3.0,151.0
891.97,1.0,3.0,149.0
890.78,1.0,3.0,150.0
890.1600000000001,1.0,3.0,147.0
891.2900000000001,1.0,3.0,153.0
893.5400000000001,1.0,3.0,150.0
893.89,1.0,3.0,152.0
889.37,1.0,3.0,149.0
891.5,1.0,3.0,154.0
891.92,1.0,3.0,153.0
892.5,1.0,3.0,150.0
886.32,2.0,3.0,151.0
890.34,1.0,3.0,153.0
890.5600000000001,2.0,3.0,146.0
887.79,1.0,3.0,151.0
891.61,1.0,3.0,150.0
888.35,1.0,3.0,147.0
891.8399999999999,1.0,3.0,152.0
888.1,1.0,3.0,148.0
890.49,1.0,3.0,149.0
891.17,1.0,3.0,152.0
892.61,1.0,3.0,148.0
889.78,1.0,3.0,150.0
887.11,1.0,3.0,153.0
890.49,2.0,3.0,146.0
890.17,1.0,3.0,147.0
889.91,1.0,3.0,150.0
891.46,1.0,3.0,150.0
889.49,1.0,3.0,150.0
892.14,1.0,3.0,150.0
889.0600000000001,1.0,3.0,150.0
886.73,1.0,3.0,150.0
889.32,1.0,3.0,150.0
886.9699999999999,1.0,3.0,153.0
887.19,1.0,3.0,144.0
890.53,1.0,3.0,147.0
891.63,1.0,3.0,152.0
889.54,1.0,3.0,149.0
891.65,1.0,3.0,148.0
898.17,1.0,3.0,149.0
893.4599999999999,2.0,3.0,148.0
877.77,1.0,3.0,144.0
891.16,1.0,3.0,145.0
890.99,1.0,3.0,148.0
890.48,1.0,3.0,143.0
893.79,1.0,3.0,147.0
890.97,1.0,3.0,147.0
889.11,1.0,3.0,142.0
892.04,1.0,3.0,148.0
891.8000000000001,1.0,3.0,145.0
889.92,1.0,3.0,147.0
890.11,1.0,3.0,143.0
890.2800000000001,1.0,3.0,145.0
889.85,0.0,3.0,155.0
891.19,1.0,3.0,149.0
889.7,1.0,3.0,147.0
887.8499999999999,1.0,3.0,148.0
892.14,1.0,3.0,152.0
891.19,1.0,3.0,148.0
890.77,1.0,3.0,151.0
889.13,1.0,3.0,148.0
888.48,1.0,3.0,147.0
885.55,1.0,3.0,143.0
888.02,1.0,3.0,142.0
889.09,1.0,3.0,146.0
886.97,1.0,3.0,143.0
889.49,1.0,3.0,147.0
889.31,1.0,3.0,146.0
888.37,1.0,3.0,146.0
888.1899999999999,1.0,3.0,148.0
887.57,1.0,3.0,146.0
887.25,1.0,3.0,148.0
889.62,1.0,3.0,146.0
888.56,1.0,3.0,148.0
885.88,1.0,3.0,144.0
887.2,1.0,3.0,150.0
889.33,1.0,3.0,147.0
890.37,1.0,3.0,151.0
888.2,1.0,3.0,143.0
890.54,1.0,3.0,146.0
891.87,1.0,3.0,146.0
889.72,1.0,3.0,149.0
890.79,1.0,3.0,150.0
889.3399999999999,1.0,3.0,140.0
885.9,1.0,3.0,151.0
889.36,1.0,3.0,142.0
888.03,1.0,3.0,145.0
889.68,1.0,3.0,149.0
889.33,1.0,3.0,145.0
883.33,1.0,3.0,150.0
886.21,1.0,3.0,151.0
886.79,1.0,3.0,148.0
884.11,1.0,3.0,146.0
887.2700000000001,1.0,3.0,146.0
886.45,1.0,3.0,140.0
886.9,1.0,3.0,147.0
884.19,1.0,3.0,143.0
885.35,1.0,3.0,149.0
887.66,1.0,3.0,142.0
888.67,1.0,3.0,151.0
886.34,1.0,3.0,147.0
888.4100000000001,1.0,3.0,150.0
884.3000000000001,1.0,3.0,151.0
884.4599999999999,1.0,3.0,151.0
885.26,1.0,3.0,151.0
883.95,1.0,3.0,151.0
881.1,1.0,3.0,151.0
882.75,1.0,3.0,151.0
883.54,1.0,3.0,151.0
881.47,1.0,3.0,151.0
884.6600000000001,1.0,3.0,151.0
885.0799999999999,1.0,3.0,151.0
889.27,1.0,3.0,151.0
887.56,1.0,3.0,151.0
886.2299999999999,1.0,3.0,145.0
882.3199999999999,1.0,3.0,145.0
881.29,1.0,3.0,144.0
880.4200000000001,1.0,3.0,149.0
882.13,1.0,3.0,145.0
881.12,1.0,3.0,150.0
882.0899999999999,1.0,3.0,149.0
882.01,1.0,3.0,148.0
882.51,1.0,3.0,147.0
883.01,1.0,3.0,143.0
883.04,1.0,3.0,149.0
878.62,1.0,3.0,147.0
884.8800000000001,1.0,3.0,149.0
881.1999999999999,1.0,3.0,145.0
882.27,1.0,3.0,149.0
881.64,1.0,3.0,145.0
881.6800000000001,2.0,3.0,144.0
881.6,1.0,3.0,141.0
881.84,1.0,3.0,146.0
880.04,1.0,3.0,144.0
880.38,1.0,3.0,142.0
881.72,1.0,3.0,143.0
879.52,1.0,3.0,149.0
881.6600000000001,1.0,3.0,150.0
882.49,1.0,3.0,144.0
880.3299999999999,1.0,3.0,145.0
882.67,1.0,3.0,140.0
878.6800000000001,1.0,3.0,145.0
880.05,1.0,3.0,146.0
880.1099999999999,1.0,3.0,145.0
872.24,1.0,3.0,145.0
879.9499999999999,1.0,3.0,144.0
878.81,1.0,3.0,145.0
877.62,1.0,3.0,146.0
882.4499999999999,1.0,3.0,148.0
881.5600000000001,1.0,3.0,145.0
881.77,1.0,3.0,146.0
884.3199999999999,1.0,3.0,144.0
880.91,1.0,3.0,140.0
879.74,1.0,3.0,145.0
878.98,1.0,3.0,145.0
878.7099999999999,1.0,3.0,146.0
881.97,1.0,3.0,146.0
881.01,1.0,3.0,143.0
880.4000000000001,1.0,3.0,146.0
877.9,2.0,3.0,129.0
880.31,1.0,3.0,143.0
877.9499999999999,1.0,3.0,145.0
879.5,1.0,3.0,145.0
879.74,1.0,3.0,145.0
880.71,1.0,3.0,146.0
882.1,1.0,3.0,146.0
880.19,1.0,3.0,147.0
877.5699999999999,1.0,3.0,148.0
879.65,1.0,3.0,145.0
879.38,1.0,3.0,148.0
880.4,1.0,3.0,143.0
880.0,1.0,3.0,144.0
879.11,1.0,3.0,144.0
881.6700000000001,1.0,3.0,139.0
878.98,1.0,3.0,141.0
881.9,1.0,3.0,139.0
879.41,1.0,3.0,145.0
880.8,1.0,3.0,144.0
881.4100000000001,1.0,3.0,147.0
880.45,1.0,3.0,145.0
882.4300000000001,1.0,3.0,147.0
883.13,1.0,3.0,142.0
882.79,1.0,3.0,144.0
876.6800000000001,1.0,3.0,143.0
876.1700000000001,1.0,3.0,143.0
876.3699999999999,0.0,3.0,146.0
879.85,0.0,3.0,146.0
881.18,0.0,3.0,146.0
872.89,0.0,3.0,146.0
876.25,0.0,3.0,146.0
877.3199999999999,0.0,3.0,146.0
876.9599999999999,0.0,3.0,146.0
881.11,0.0,3.0,146.0
878.36,0.0,3.0,146.0
881.51,0.0,3.0,146.0
878.9,1.0,3.0,144.0
877.37,1.0,3.0,147.0
877.05,1.0,3.0,142.0
876.49,1.0,3.0,144.0
874.8199999999999,1.0,3.0,147.0
878.3399999999999,1.0,3.0,141.0
874.8,1.0,3.0,145.0
876.43,1.0,3.0,148.0
877.7,1.0,3.0,146.0
877.16,1.0,3.0,143.0
878.8000000000001,1.0,3.0,141.0
880.12,1.0,3.0,145.0
878.3100000000001,1.0,3.0,147.0
874.1,1.0,3.0,143.0
876.58,1.0,3.0,142.0
878.85,1.0,3.0,144.0
878.94,1.0,3.0,144.0
879.68,1.0,3.0,147.0
878.4,0.0,3.0,147.0
879.35,1.0,3.0,145.0
881.0899999999999,1.0,3.0,143.0
877.4499999999999,1.0,3.0,148.0
873.16,2.0,3.0,142.0
873.95,1.0,3.0,143.0
873.23,1.0,3.0,145.0
875.97,1.0,3.0,147.0
875.9699999999999,1.0,3.0,141.0
876.06,1.0,3.0,146.0
869.39,1.0,3.0,144.0
867.42,1.0,3.0,144.0
867.32,1.0,3.0,144.0
866.5500000000001,1.0,3.0,144.0
867.75,1.0,3.0,142.0
868.5400000000001,1.0,3.0,144.0
865.45,1.0,3.0,144.0
864.12,1.0,3.0,143.0
865.3100000000001,0.0,3.0,137.0
859.57,0.0,3.0,154.0
862.79,1.0,3.0,145.0
865.88,1.0,3.0,142.0
863.94,1.0,3.0,145.0
865.44,1.0,3.0,144.0
864.62,1.0,3.0,148.0
862.5999999999999,1.0,3.0,147.0
865.28,1.0,3.0,139.0
350.28000000000003,0.0,3.0,140.0
349.48,0.0,3.0,143.0
349.6,0.0,2.0,144.0
348.70000000000005,0.0,3.0,141.0
349.82,0.0,3.0,142.0
351.09,0.0,3.0,142.0
349.87,0.0,3.0,138.0
348.8,0.0,2.0,144.0
348.44,0.0,3.0,135.0
348.75,0.0,3.0,140.0
347.55999999999995,0.0,2.0,141.0
347.96,0.0,2.0,141.0
348.28,0.0,3.0,139.0
348.69,0.0,3.0,146.0
203.36,0.0,3.0,0.0
206.09,0.0,3.0,0.0
205.14,0.0,3.0,1.0
203.44,0.0,3.0,1.0
205.88,0.0,3.0,0.0
204.11,0.0,3.0,1.0
208.93,0.0,2.0,1.0
205.94,1.0,3.0,1.0
205.08,0.0,3.0,1.0
209.99,0.0,2.0,1.0
206.62,0.0,3.0,0.0
204.18,1.0,3.0,1.0
207.86,0.0,2.0,1.0
207.59,1.0,3.0,1.0
207.39,0.0,2.0,1.0
204.84,0.0,3.0,1.0
205.65,0.0,3.0,1.0
207.8,0.0,2.0,1.0
206.05,0.0,2.0,0.0
207.04,0.0,3.0,1.0
213.27,1.0,3.0,1.0
207.22,0.0,3.0,1.0
208.25,0.0,3.0,1.0
207.28,0.0,2.0,1.0
208.2,0.0,3.0,1.0
206.79,0.0,3.0,1.0
205.18,0.0,3.0,0.0
206.44,0.0,2.0,1.0
206.77,1.0,3.0,1.0
204.18,0.0,2.0,0.0
205.2,0.0,3.0,1.0
206.69,0.0,3.0,1.0
206.08,0.0,2.0,1.0
203.84,0.0,3.0,1.0
204.86,1.0,3.0,1.0
203.89,0.0,3.0,0.0
203.89,0.0,3.0,1.0
205.99,0.0,2.0,1.0
204.03,0.0,3.0,1.0
204.84,0.0,3.0,1.0
205.83,1.0,3.0,1.0
204.4,0.0,3.0,1.0
203.63,0.0,3.0,1.0
204.84,0.0,3.0,1.0
204.35,1.0,3.0,1.0
203.97,0.0,3.0,1.0
202.79,0.0,3.0,1.0
202.04,0.0,3.0,1.0
204.25,0.0,3.0,1.0
203.67,1.0,3.0,1.0
202.98,0.0,3.0,1.0
206.35,1.0,3.0,1.0
203.32,1.0,3.0,1.0
204.7,0.0,2.0,1.0
203.82,0.0,3.0,1.0
203.88,0.0,3.0,1.0
202.52,0.0,3.0,1.0
203.17,0.0,2.0,1.0
202.72,0.0,2.0,0.0
205.92,0.0,3.0,1.0
204.4,0.0,3.0,1.0
203.33,0.0,3.0,0.0
202.89,0.0,3.0,1.0
203.45,0.0,2.0,1.0
204.87,0.0,3.0,0.0
204.89,0.0,2.0,1.0
206.26,1.0,3.0,1.0
203.53,0.0,3.0,1.0
203.34,0.0,3.0,1.0
204.25,0.0,3.0,1.0
203.83,0.0,3.0,0.0
202.65,0.0,3.0,1.0
202.95,0.0,3.0,1.0
202.61,0.0,3.0,0.0
202.17,0.0,3.0,0.0
202.83,0.0,3.0,1.0
205.12,0.0,3.0,1.0
202.74,1.0,2.0,0.0
203.81,0.0,3.0,0.0
203.02,0.0,2.0,0.0
207.92,1.0,3.0,0.0
204.87,0.0,2.0,1.0
206.4,0.0,2.0,1.0
205.81,0.0,2.0,0.0
205.95,1.0,3.0,0.0
205.13,0.0,3.0,1.0
205.56,0.0,2.0,0.0
203.55,0.0,3.0,0.0
204.82,0.0,3.0,1.0
206.87,0.0,2.0,0.0
203.35,0.0,3.0,0.0
204.72,0.0,3.0,1.0
204.96,0.0,2.0,1.0
204.31,0.0,2.0,1.0
