Aggregate,Microwave,Fridge
223.35,3.0,0.0
224.02,3.0,0.0
223.4,3.0,0.0
223.41,3.0,1.0
223.32,3.0,0.0
222.66000000000005,3.0,0.0
223.51,3.0,1.0
222.16,3.0,0.0
222.07,3.0,0.0
222.39,3.0,1.0
222.3,3.0,0.0
221.96,3.0,0.0
223.12,3.0,1.0
222.26,3.0,0.0
222.32,3.0,0.0
222.49,3.0,0.0
222.12,3.0,0.0
221.92,3.0,0.0
221.53,3.0,0.0
222.53,3.0,0.0
222.52,3.0,0.0
221.55,3.0,1.0
222.52,3.0,0.0
223.17,3.0,0.0
222.16,3.0,0.0
222.1,3.0,0.0
222.07,3.0,0.0
222.2,3.0,0.0
222.08,3.0,0.0
221.79,3.0,0.0
222.44,3.0,0.0
222.54,3.0,0.0
222.57,3.0,0.0
223.65,3.0,0.0
222.08,3.0,0.0
222.26,3.0,0.0
221.96,3.0,1.0
221.22,3.0,0.0
222.23,3.0,0.0
222.4,3.0,0.0
222.27,3.0,1.0
221.82,3.0,0.0
222.59,3.0,0.0
222.08,3.0,0.0
221.8,3.0,0.0
221.04,3.0,1.0
221.89,3.0,0.0
222.41,3.0,0.0
222.75,3.0,0.0
223.84,3.0,1.0
224.15,3.0,0.0
223.84,3.0,0.0
223.24,3.0,0.0
223.47,3.0,0.0
223.79,3.0,1.0
223.84,3.0,0.0
224.9,3.0,0.0
224.34,3.0,0.0
223.54,3.0,0.0
224.15,3.0,0.0
225.19,3.0,0.0
224.03,3.0,0.0
224.28,3.0,0.0
224.22,3.0,1.0
224.16,3.0,0.0
224.58,3.0,0.0
224.22,3.0,0.0
224.35,3.0,0.0
225.32,3.0,0.0
224.47,3.0,0.0
223.86,3.0,0.0
224.88,3.0,0.0
225.19,3.0,1.0
223.48,3.0,0.0
224.69,3.0,1.0
223.6,3.0,0.0
223.97,3.0,0.0
223.91,3.0,0.0
224.1,3.0,0.0
225.27,3.0,0.0
224.81,3.0,0.0
223.6,3.0,1.0
223.69,3.0,1.0
223.56,3.0,1.0
223.8,3.0,0.0
223.49,3.0,0.0
223.56,3.0,0.0
224.12,3.0,0.0
224.16,4.0,0.0
223.5,3.0,0.0
223.91,3.0,0.0
223.74,3.0,0.0
222.64,3.0,0.0
223.29,3.0,0.0
223.01,3.0,0.0
223.41000000000005,3.0,0.0
223.57,3.0,0.0
223.37,3.0,0.0
223.77,3.0,0.0
222.78,3.0,0.0
223.03,3.0,0.0
224.03,3.0,1.0
223.66000000000005,3.0,0.0
224.72,3.0,0.0
225.06,3.0,1.0
224.35,3.0,0.0
225.36,3.0,1.0
224.25,3.0,0.0
224.58,3.0,0.0
225.26,3.0,0.0
224.08,3.0,0.0
224.5,3.0,0.0
224.84,3.0,0.0
224.69,3.0,0.0
224.15,3.0,0.0
224.24,3.0,0.0
224.42,3.0,1.0
223.54,3.0,0.0
223.04,3.0,1.0
223.51,3.0,0.0
224.42,3.0,0.0
224.07,3.0,0.0
223.22000000000003,3.0,0.0
222.89,3.0,0.0
223.1,3.0,0.0
222.61,3.0,0.0
222.54,3.0,0.0
222.79,3.0,0.0
222.86,3.0,0.0
222.54,3.0,1.0
221.69,3.0,0.0
221.82,3.0,0.0
221.82,3.0,0.0
222.48,3.0,0.0
222.69,3.0,0.0
222.74,3.0,0.0
223.16,3.0,0.0
222.88,3.0,0.0
223.25,3.0,1.0
222.13,3.0,1.0
222.32,3.0,0.0
221.63,3.0,0.0
221.83,3.0,0.0
221.89,3.0,0.0
223.56,3.0,1.0
222.84,3.0,0.0
222.66,3.0,0.0
222.25,3.0,0.0
222.83,3.0,0.0
222.66,3.0,0.0
222.74,3.0,0.0
222.53,3.0,0.0
223.05,3.0,0.0
221.95,3.0,0.0
222.92,3.0,0.0
224.2,3.0,0.0
224.59,3.0,0.0
224.4,3.0,0.0
225.52,3.0,0.0
1183.28,3.0,0.0
380.9500000000001,3.0,178.0
389.64,3.0,184.0
391.64,3.0,185.0
392.05,3.0,185.0
391.63,3.0,188.0
389.96,3.0,186.0
387.94,3.0,184.0
384.25,3.0,181.0
382.65,3.0,180.0
382.86,3.0,181.0
381.09,3.0,180.0
380.98,3.0,180.0
379.77,3.0,179.0
377.17,3.0,176.0
375.03,3.0,172.0
372.77,3.0,172.0
373.38,3.0,173.0
373.74,3.0,172.0
373.9,3.0,169.0
375.14,3.0,170.0
371.21,3.0,171.0
369.7,3.0,172.0
372.69,3.0,170.0
370.41,3.0,169.0
371.35,3.0,171.0
368.63,3.0,169.0
368.92,3.0,168.0
369.47,3.0,170.0
369.55,3.0,169.0
368.67,3.0,167.0
367.81,3.0,170.0
368.48,3.0,168.0
368.76,3.0,168.0
368.41,3.0,167.0
369.31,3.0,169.0
368.42,3.0,167.0
367.5,3.0,168.0
368.3,3.0,169.0
368.16,3.0,166.0
367.21,3.0,169.0
369.29,3.0,168.0
369.6,3.0,167.0
368.83,3.0,169.0
371.03,3.0,167.0
369.29,3.0,167.0
368.06,3.0,169.0
369.1,3.0,166.0
369.96,3.0,168.0
371.02,3.0,166.0
370.58,3.0,168.0
369.52,3.0,167.0
370.61,3.0,165.0
370.34,3.0,168.0
369.3,3.0,167.0
370.7000000000001,3.0,167.0
369.75,3.0,167.0
370.38,3.0,166.0
370.08,3.0,168.0
371.1,3.0,165.0
368.51,3.0,166.0
369.35,3.0,167.0
368.83,3.0,165.0
370.95,3.0,167.0
369.88,3.0,166.0
371.39,3.0,165.0
370.75,3.0,165.0
370.69,3.0,166.0
369.34,3.0,164.0
369.0,3.0,167.0
370.18,3.0,165.0
369.78,3.0,165.0
370.13,3.0,166.0
370.36,3.0,164.0
369.8,3.0,167.0
369.37,3.0,164.0
369.71,3.0,167.0
369.51,3.0,164.0
369.16,3.0,166.0
369.6,3.0,166.0
370.16,3.0,164.0
369.47,3.0,166.0
368.91,3.0,166.0
369.78,3.0,164.0
369.56,3.0,166.0
368.16,3.0,164.0
369.3,3.0,165.0
369.42,3.0,165.0
370.02,3.0,165.0
370.51,3.0,164.0
368.63,3.0,164.0
369.4500000000001,3.0,166.0
369.86,3.0,164.0
371.0,3.0,167.0
371.13,3.0,164.0
369.58,3.0,165.0
368.32,3.0,166.0
367.96,3.0,164.0
368.07,3.0,163.0
369.15,3.0,166.0
370.13,3.0,164.0
367.37,3.0,164.0
367.15,3.0,165.0
367.54,3.0,163.0
368.08,3.0,165.0
367.34,3.0,162.0
366.17,3.0,165.0
366.0,3.0,163.0
367.49,3.0,165.0
367.14,3.0,163.0
366.53,3.0,164.0
366.27,3.0,163.0
365.42,3.0,165.0
365.45,3.0,162.0
365.27,3.0,164.0
365.69,3.0,163.0
365.24,3.0,163.0
364.76,3.0,164.0
365.1,3.0,162.0
365.87,3.0,164.0
366.17,3.0,162.0
365.07,3.0,164.0
365.49,3.0,163.0
366.83,3.0,164.0
365.73,3.0,164.0
364.41,3.0,162.0
366.33,3.0,164.0
365.07,3.0,162.0
364.52,3.0,164.0
364.61,3.0,162.0
365.85,3.0,163.0
364.67,3.0,164.0
363.81,3.0,162.0
364.95,3.0,164.0
365.2,3.0,161.0
365.02,3.0,164.0
365.01,3.0,161.0
365.24,3.0,163.0
364.73,3.0,161.0
365.18,3.0,161.0
365.42,3.0,163.0
364.46,3.0,161.0
364.51,3.0,163.0
362.58,3.0,160.0
364.58,3.0,164.0
364.77,3.0,162.0
365.05,3.0,162.0
364.88,3.0,162.0
364.49,3.0,162.0
364.87,3.0,162.0
362.63,3.0,161.0
364.63,3.0,163.0
364.55,3.0,161.0
363.26,3.0,160.0
363.11,3.0,162.0
363.15,3.0,160.0
362.28,3.0,162.0
362.75,3.0,160.0
362.13,3.0,162.0
363.66,3.0,161.0
365.15,3.0,163.0
363.02,3.0,161.0
363.66,3.0,161.0
363.18,3.0,161.0
362.63,3.0,161.0
362.57,3.0,161.0
361.47,3.0,160.0
362.38,3.0,161.0
363.18,3.0,161.0
362.7,3.0,162.0
362.95,3.0,160.0
363.14,3.0,161.0
363.07,3.0,160.0
362.95,3.0,161.0
362.96,3.0,160.0
363.67,3.0,161.0
362.83,3.0,160.0
362.86,3.0,161.0
364.17,3.0,159.0
363.83,3.0,160.0
362.62,3.0,161.0
362.48,3.0,160.0
362.1,3.0,160.0
363.36,3.0,161.0
362.65,3.0,161.0
361.63,3.0,158.0
363.43,3.0,161.0
363.56,3.0,158.0
363.23,3.0,161.0
362.33,3.0,159.0
364.04,3.0,161.0
364.67,3.0,158.0
362.76,3.0,161.0
362.62,3.0,158.0
364.02,3.0,160.0
363.22,3.0,158.0
363.43,3.0,161.0
363.87,3.0,159.0
363.23,3.0,158.0
361.39,3.0,160.0
360.29,3.0,159.0
361.8,3.0,158.0
361.87,3.0,157.0
362.1,3.0,160.0
361.08,3.0,158.0
360.95,3.0,161.0
361.77,3.0,158.0
362.74,3.0,159.0
361.39,3.0,158.0
361.61,3.0,159.0
360.41,3.0,159.0
361.2,3.0,159.0
361.2,3.0,158.0
359.91,3.0,159.0
359.45,3.0,159.0
358.37,3.0,159.0
359.95,3.0,159.0
359.62,3.0,158.0
358.46000000000004,3.0,157.0
359.3,3.0,159.0
360.19,3.0,157.0
360.15,3.0,160.0
359.21,3.0,156.0
358.91,3.0,159.0
360.78,3.0,158.0
360.39,3.0,158.0
359.27,3.0,158.0
360.06,3.0,158.0
358.26,3.0,158.0
358.44,3.0,157.0
358.67,3.0,157.0
358.65,3.0,159.0
360.45,3.0,156.0
362.27,3.0,159.0
360.22,3.0,156.0
360.8,3.0,159.0
360.16,3.0,156.0
359.48,3.0,158.0
360.13,3.0,156.0
360.96,3.0,158.0
360.56,3.0,157.0
358.9,3.0,157.0
360.25,3.0,157.0
360.91,3.0,157.0
360.87,3.0,157.0
359.97,3.0,156.0
357.72,4.0,158.0
358.58,3.0,155.0
358.35,3.0,158.0
357.54,3.0,156.0
358.24,3.0,158.0
357.45,3.0,156.0
357.44,3.0,156.0
358.93,3.0,157.0
358.16,3.0,156.0
357.93,3.0,157.0
357.83000000000004,3.0,155.0
356.64,3.0,158.0
359.12,3.0,155.0
357.76,3.0,157.0
226.64,3.0,0.0
222.85,3.0,0.0
221.97,3.0,0.0
221.54,3.0,0.0
222.28,3.0,0.0
222.83,3.0,0.0
222.41,3.0,0.0
222.1,3.0,1.0
222.79,3.0,0.0
223.15,3.0,0.0
222.6,3.0,0.0
222.74,3.0,0.0
222.77,3.0,0.0
223.14,3.0,0.0
223.05,3.0,0.0
222.75,3.0,1.0
222.84,3.0,0.0
221.89,3.0,0.0
223.1,3.0,0.0
223.0,3.0,0.0
221.99,3.0,1.0
222.14,3.0,0.0
222.85,3.0,0.0
222.98,3.0,0.0
222.46,3.0,0.0
223.04,3.0,1.0
222.59,3.0,0.0
222.29,4.0,1.0
222.53,3.0,0.0
222.37,3.0,0.0
220.97,3.0,0.0
222.43,3.0,0.0
222.74,3.0,0.0
222.5,3.0,1.0
221.44,3.0,0.0
222.12,3.0,0.0
221.9,3.0,0.0
221.96,3.0,0.0
222.25,3.0,0.0
222.15,3.0,1.0
222.66,3.0,0.0
221.43,3.0,0.0
222.07,3.0,0.0
222.18,3.0,0.0
221.85,3.0,0.0
222.64,3.0,0.0
222.14,3.0,0.0
222.06,3.0,0.0
223.18,3.0,0.0
221.82,3.0,0.0
222.12,3.0,0.0
222.87,3.0,0.0
222.18,3.0,0.0
222.08,3.0,0.0
222.69,3.0,0.0
223.29,3.0,0.0
221.48,3.0,0.0
221.36,3.0,0.0
222.71,3.0,0.0
221.79,3.0,0.0
222.18,3.0,1.0
222.89,3.0,1.0
222.7,3.0,0.0
222.86,3.0,0.0
221.24,3.0,1.0
221.81,3.0,0.0
223.04,3.0,1.0
222.38,3.0,0.0
222.7,3.0,0.0
222.63,3.0,0.0
222.84,3.0,0.0
222.92,3.0,0.0
222.37,3.0,0.0
223.31,3.0,0.0
223.13,3.0,0.0
222.91,3.0,0.0
223.02,3.0,0.0
222.35,3.0,0.0
221.99,3.0,0.0
222.03,3.0,0.0
222.9,3.0,0.0
222.86,3.0,0.0
222.8,3.0,0.0
223.47,3.0,0.0
222.2,3.0,0.0
222.92,3.0,0.0
222.13,3.0,0.0
221.63,3.0,0.0
222.53,3.0,0.0
222.23,3.0,0.0
222.43,3.0,0.0
222.16000000000005,3.0,0.0
221.86,3.0,0.0
222.36,3.0,0.0
222.6,3.0,0.0
223.42,3.0,0.0
224.38,3.0,0.0
223.59,3.0,0.0
223.71,3.0,0.0
224.19,3.0,0.0
224.76,3.0,0.0
223.68,3.0,0.0
223.45,3.0,1.0
223.76,3.0,0.0
223.72,3.0,0.0
223.87,3.0,0.0
223.86,3.0,1.0
224.79,3.0,0.0
223.73,3.0,1.0
223.46,3.0,0.0
222.85,3.0,0.0
223.72000000000003,3.0,0.0
223.99,3.0,0.0
224.66,3.0,0.0
223.63,3.0,0.0
224.8,3.0,0.0
224.42,3.0,0.0
223.95,3.0,0.0
223.62,3.0,0.0
224.28,3.0,0.0
223.54,3.0,0.0
224.98,3.0,0.0
224.46,3.0,0.0
223.92,3.0,0.0
224.73,3.0,0.0
225.17,3.0,0.0
224.52,3.0,0.0
225.0,3.0,0.0
225.03,3.0,1.0
224.72,3.0,0.0
225.45,3.0,0.0
225.94,3.0,0.0
224.56,3.0,0.0
225.7,3.0,0.0
225.95,3.0,0.0
225.7,3.0,0.0
225.47,3.0,0.0
225.38,3.0,0.0
225.45,3.0,0.0
224.94,3.0,0.0
224.95,3.0,0.0
225.13,3.0,0.0
224.79,3.0,1.0
225.13,3.0,0.0
224.46,3.0,0.0
225.19,3.0,0.0
223.96,3.0,0.0
224.59,3.0,0.0
224.07,3.0,0.0
223.84,3.0,0.0
223.89,3.0,0.0
224.88,3.0,0.0
224.68,3.0,0.0
223.69,3.0,0.0
223.29,3.0,0.0
223.7,3.0,0.0
223.64,3.0,0.0
223.7,3.0,0.0
221.85,3.0,1.0
221.61,3.0,0.0
223.41,3.0,0.0
221.92,3.0,1.0
221.94,3.0,0.0
222.04,3.0,0.0
221.89,3.0,1.0
221.99,3.0,0.0
221.83,3.0,1.0
222.24,3.0,0.0
221.13,3.0,0.0
221.65,3.0,0.0
221.93,3.0,0.0
222.95,3.0,0.0
222.48,3.0,0.0
222.65,3.0,0.0
222.24,3.0,1.0
223.6,3.0,0.0
221.58,3.0,0.0
221.63,3.0,0.0
221.38,3.0,0.0
221.2,3.0,0.0
221.95,3.0,0.0
223.1,3.0,0.0
221.76,3.0,0.0
221.01,3.0,0.0
220.37,3.0,0.0
221.27,3.0,0.0
222.23,3.0,0.0
221.08,3.0,0.0
221.31,3.0,0.0
221.63,3.0,0.0
221.11,3.0,0.0
221.81,3.0,0.0
221.42,3.0,0.0
221.98,3.0,0.0
221.13,3.0,0.0
221.7,3.0,0.0
221.43,3.0,0.0
223.48,3.0,0.0
224.65,3.0,0.0
225.1,3.0,0.0
224.29,3.0,0.0
224.21,3.0,0.0
224.11,3.0,0.0
224.67,3.0,0.0
224.18,3.0,0.0
224.16,3.0,0.0
224.9,3.0,0.0
224.23,3.0,1.0
224.85,3.0,1.0
224.56,3.0,0.0
224.85,3.0,0.0
224.78,3.0,0.0
225.0,3.0,0.0
224.79,3.0,0.0
224.62,3.0,0.0
224.27,3.0,1.0
224.29,3.0,0.0
224.07,3.0,0.0
224.78,3.0,0.0
224.32,3.0,1.0
224.67,3.0,1.0
224.21,3.0,0.0
224.21,3.0,0.0
223.61,3.0,0.0
223.86,3.0,0.0
228.19,3.0,1.0
223.38,3.0,0.0
223.35,3.0,0.0
222.9,3.0,0.0
221.79,3.0,0.0
222.42,3.0,0.0
222.33,3.0,0.0
221.62,3.0,0.0
222.92,3.0,0.0
221.99,3.0,0.0
221.86,3.0,0.0
222.13,3.0,0.0
221.92,3.0,0.0
221.69,3.0,0.0
222.39,3.0,0.0
222.07,3.0,0.0
222.39,3.0,0.0
222.07,3.0,0.0
221.87,3.0,0.0
221.95,3.0,0.0
221.53,3.0,0.0
221.37,3.0,0.0
221.21,3.0,0.0
220.84,3.0,0.0
220.91,3.0,0.0
221.42,3.0,1.0
221.65,3.0,0.0
221.61,3.0,0.0
222.11,3.0,0.0
221.44,3.0,0.0
221.65,3.0,0.0
221.72,3.0,0.0
221.84,3.0,0.0
221.31,3.0,0.0
222.66,3.0,0.0
222.5,3.0,0.0
222.59,3.0,0.0
222.84,3.0,0.0
223.04,3.0,0.0
224.35,3.0,0.0
222.29,3.0,0.0
221.79,3.0,0.0
221.51,3.0,0.0
221.17,3.0,0.0
221.25,3.0,0.0
222.37,3.0,1.0
221.7,3.0,0.0
221.25,3.0,0.0
221.43,3.0,1.0
221.86,3.0,0.0
221.5,3.0,0.0
220.88,3.0,0.0
221.3,3.0,0.0
221.32,3.0,1.0
221.49,3.0,1.0
221.79,3.0,0.0
221.09,3.0,0.0
220.99,3.0,0.0
220.78,3.0,0.0
222.2,3.0,0.0
221.18,3.0,1.0
221.31,3.0,0.0
220.98,3.0,0.0
221.75,3.0,0.0
222.39,3.0,0.0
220.63,3.0,0.0
221.15,3.0,0.0
220.8,3.0,0.0
221.67,3.0,0.0
221.55,3.0,0.0
222.41,3.0,0.0
221.64,3.0,0.0
223.15,3.0,0.0
223.53,3.0,0.0
222.75,3.0,0.0
224.96,3.0,0.0
224.59,3.0,1.0
223.61,3.0,0.0
223.65,3.0,0.0
223.4,3.0,1.0
222.95,3.0,0.0
222.73,3.0,0.0
223.5,3.0,0.0
223.72,3.0,1.0
223.24,3.0,0.0
223.75,3.0,0.0
223.45,3.0,1.0
222.79,3.0,0.0
222.97,3.0,0.0
222.83,3.0,0.0
224.14,3.0,0.0
223.08,3.0,0.0
223.86,3.0,0.0
223.79,3.0,0.0
224.63,3.0,0.0
223.58,3.0,0.0
223.02,3.0,0.0
223.58,3.0,0.0
224.18,3.0,0.0
224.24,3.0,0.0
224.77,3.0,0.0
224.57,3.0,0.0
223.79,3.0,0.0
223.83,3.0,0.0
223.64,3.0,0.0
223.7,3.0,0.0
223.77,3.0,0.0
223.38,3.0,0.0
223.84,3.0,0.0
224.24,3.0,0.0
223.17,3.0,0.0
223.32,3.0,0.0
223.39,3.0,0.0
223.42,3.0,1.0
223.92,3.0,0.0
222.92,3.0,0.0
222.34,3.0,0.0
222.37,3.0,0.0
222.58,3.0,0.0
220.79,3.0,1.0
222.1,3.0,0.0
223.03,3.0,0.0
222.73,3.0,0.0
221.7,3.0,0.0
222.93,3.0,1.0
222.06,3.0,0.0
221.37,3.0,0.0
221.36,3.0,1.0
223.22,3.0,0.0
222.43,3.0,1.0
222.09,3.0,0.0
222.12,3.0,0.0
222.37,3.0,0.0
222.41,3.0,1.0
221.32,3.0,1.0
222.23,3.0,0.0
222.13,3.0,1.0
221.6,3.0,0.0
221.65,3.0,0.0
221.94,3.0,0.0
222.2,3.0,0.0
221.3,3.0,0.0
221.69,3.0,0.0
222.21,3.0,0.0
221.57,3.0,0.0
221.58,3.0,0.0
222.1,3.0,0.0
221.2,3.0,1.0
221.36,3.0,0.0
221.09,3.0,0.0
221.6,3.0,0.0
221.28,3.0,0.0
221.51,3.0,0.0
221.36,3.0,0.0
220.8,3.0,0.0
221.26,3.0,0.0
221.46,3.0,0.0
220.68,3.0,0.0
220.47,3.0,0.0
221.73,3.0,0.0
222.22,3.0,0.0
221.66,3.0,0.0
220.95,3.0,0.0
221.95,3.0,0.0
220.91,3.0,0.0
220.83,3.0,0.0
221.12,3.0,0.0
221.45,3.0,0.0
221.08,3.0,1.0
220.6,3.0,0.0
222.95,3.0,0.0
223.72,3.0,0.0
223.9,3.0,0.0
223.65,3.0,1.0
223.52,3.0,0.0
223.98,3.0,1.0
224.27,3.0,0.0
223.53,3.0,0.0
223.68,3.0,0.0
223.39,3.0,0.0
223.7,3.0,0.0
226.72,3.0,0.0
224.81,3.0,0.0
225.23,3.0,0.0
225.75,3.0,0.0
225.87,3.0,0.0
225.34,3.0,0.0
224.96,3.0,0.0
225.28,3.0,0.0
226.04,3.0,0.0
224.04,3.0,0.0
223.95,3.0,0.0
223.01,3.0,0.0
223.09,3.0,0.0
222.61,3.0,0.0
223.36,3.0,0.0
224.72,3.0,0.0
223.45,3.0,0.0
223.34,3.0,0.0
222.83,3.0,0.0
223.46,3.0,0.0
223.46,3.0,1.0
223.54,3.0,0.0
223.07,3.0,0.0
224.5,3.0,0.0
225.16,3.0,0.0
225.27,3.0,0.0
225.43,3.0,0.0
225.52,3.0,0.0
225.64,3.0,0.0
225.01,3.0,0.0
224.81,3.0,0.0
225.3,3.0,0.0
224.47,4.0,0.0
225.37,3.0,0.0
226.3,3.0,0.0
225.06,3.0,0.0
225.79,3.0,0.0
224.79,3.0,0.0
225.8,3.0,0.0
225.45,3.0,0.0
224.77,3.0,0.0
225.87,3.0,0.0
224.23,3.0,0.0
224.36,3.0,0.0
224.46,3.0,0.0
225.71,3.0,0.0
224.8,3.0,1.0
224.13,3.0,0.0
223.63,3.0,0.0
224.14,3.0,0.0
224.02,3.0,0.0
224.05,3.0,0.0
224.81,3.0,0.0
223.75,3.0,0.0
225.04,3.0,0.0
225.86,3.0,0.0
225.94,3.0,0.0
225.21,3.0,0.0
225.07,3.0,0.0
225.11,3.0,0.0
225.72,3.0,0.0
225.22,3.0,0.0
222.77,3.0,0.0
223.64,3.0,0.0
222.88,3.0,0.0
223.62,3.0,0.0
223.02,3.0,1.0
223.27,3.0,0.0
223.76,3.0,0.0
223.22,3.0,0.0
222.91,3.0,0.0
223.16000000000005,3.0,0.0
222.82,3.0,0.0
222.83,3.0,0.0
223.38,3.0,0.0
223.8,3.0,0.0
223.35,3.0,0.0
222.61,3.0,0.0
222.41,3.0,0.0
223.01,3.0,0.0
222.92,3.0,0.0
223.05,3.0,0.0
223.11,3.0,0.0
223.09,3.0,0.0
223.09,3.0,0.0
222.92,3.0,0.0
223.26,3.0,0.0
222.78,3.0,0.0
223.47,3.0,0.0
223.4,3.0,0.0
223.31,3.0,0.0
222.61,3.0,0.0
222.56,3.0,0.0
223.21,3.0,0.0
222.54,3.0,0.0
223.19,3.0,1.0
222.89,3.0,0.0
223.15,3.0,0.0
221.51,3.0,0.0
221.61,3.0,0.0
223.17,3.0,0.0
223.41000000000005,3.0,1.0
222.02,3.0,1.0
220.83,3.0,0.0
221.65,3.0,0.0
381.93,3.0,187.0
386.04,3.0,189.0
387.28,3.0,189.0
386.48,3.0,188.0
385.96,3.0,187.0
385.63,3.0,183.0
381.91,3.0,184.0
381.47,3.0,182.0
379.63,3.0,180.0
379.4,3.0,181.0
377.04,3.0,179.0
376.58,3.0,179.0
377.61,3.0,180.0
376.7000000000001,3.0,178.0
374.04,3.0,175.0
371.09,3.0,171.0
372.47,3.0,171.0
371.98,3.0,170.0
373.31,3.0,171.0
370.15,3.0,172.0
370.45,3.0,169.0
370.83,3.0,169.0
369.29,3.0,170.0
369.13,3.0,169.0
367.8,3.0,168.0
368.41,3.0,170.0
369.66,3.0,167.0
368.99,3.0,168.0
368.58,3.0,170.0
368.17,3.0,167.0
368.53,3.0,168.0
368.91,3.0,170.0
368.12,3.0,167.0
367.79,3.0,168.0
368.67,3.0,167.0
366.88,3.0,169.0
367.62,3.0,167.0
368.04,3.0,169.0
368.71,3.0,168.0
368.67,3.0,167.0
368.72,3.0,169.0
370.63,3.0,168.0
368.04,3.0,166.0
368.02,3.0,169.0
366.77,3.0,167.0
368.2,3.0,167.0
367.18,3.0,168.0
367.89,3.0,168.0
367.98,3.0,167.0
368.2,3.0,166.0
367.43,3.0,169.0
366.62,3.0,167.0
367.64,3.0,166.0
366.79,3.0,167.0
366.16,3.0,166.0
366.83,3.0,168.0
366.28,3.0,166.0
367.17,3.0,167.0
368.55,3.0,167.0
367.27,3.0,165.0
365.55,3.0,167.0
367.82,3.0,166.0
366.03,3.0,167.0
366.15,3.0,166.0
366.26,3.0,166.0
364.64,3.0,167.0
365.45,3.0,164.0
365.12,3.0,166.0
364.28,3.0,166.0
364.62,3.0,165.0
365.64,3.0,167.0
365.71,3.0,164.0
366.64,3.0,167.0
366.28,3.0,166.0
365.01,3.0,164.0
364.72,3.0,165.0
366.08,3.0,165.0
364.48,3.0,166.0
366.87,3.0,166.0
365.34,3.0,163.0
364.28,3.0,165.0
364.73,3.0,165.0
364.5,3.0,164.0
365.16,3.0,166.0
364.88,3.0,163.0
364.18,3.0,166.0
363.69,3.0,164.0
363.48,3.0,165.0
362.83,3.0,165.0
363.07,3.0,164.0
362.68,3.0,165.0
362.97,3.0,164.0
362.15,3.0,164.0
364.34,3.0,166.0
363.05,3.0,163.0
363.8,3.0,165.0
363.27,3.0,164.0
363.29,3.0,163.0
363.76,3.0,165.0
363.51,3.0,163.0
362.55,3.0,164.0
364.66,3.0,163.0
363.1,3.0,164.0
361.53,3.0,163.0
361.16,3.0,164.0
361.14,3.0,163.0
361.85,3.0,162.0
361.51,3.0,162.0
360.92,3.0,164.0
363.16,3.0,162.0
363.21,3.0,162.0
362.87,3.0,164.0
361.71,3.0,163.0
363.5,3.0,165.0
361.71,3.0,162.0
363.2,3.0,164.0
363.1,3.0,162.0
364.19,3.0,163.0
363.7,3.0,164.0
363.38,3.0,162.0
364.77,3.0,165.0
366.97,3.0,162.0
366.43,3.0,162.0
366.28,3.0,164.0
365.91,3.0,161.0
366.31,3.0,164.0
366.28,3.0,162.0
366.9,3.0,163.0
367.34,3.0,163.0
364.84,3.0,162.0
365.9,3.0,164.0
365.15,3.0,161.0
366.8,3.0,164.0
366.77,3.0,162.0
366.4,3.0,163.0
376.76,3.0,162.0
366.78,3.0,162.0
366.73,3.0,160.0
367.4,3.0,163.0
367.07,3.0,162.0
367.1,3.0,162.0
366.46,3.0,160.0
366.76,3.0,163.0
365.95,3.0,160.0
365.58,3.0,163.0
367.31,3.0,161.0
365.67,3.0,162.0
365.15,3.0,162.0
367.47,3.0,161.0
366.86,3.0,162.0
365.04,3.0,161.0
366.08,3.0,163.0
366.64,3.0,163.0
365.68,3.0,161.0
365.78,3.0,162.0
366.37,3.0,161.0
366.1,3.0,162.0
365.34,3.0,160.0
366.13,3.0,162.0
366.7000000000001,3.0,161.0
364.86,3.0,161.0
363.23,3.0,161.0
363.8,3.0,161.0
364.27,3.0,161.0
362.72,3.0,160.0
363.0,3.0,161.0
363.04,3.0,160.0
362.73,3.0,161.0
363.45,3.0,161.0
365.15,3.0,161.0
363.01,3.0,159.0
363.0,3.0,161.0
363.51,3.0,159.0
362.35,3.0,161.0
360.95,3.0,160.0
360.84,3.0,161.0
361.18,3.0,160.0
361.94,3.0,161.0
362.83,3.0,160.0
362.03,3.0,161.0
705.17,3.0,488.0
709.49,3.0,493.0
706.8499999999999,3.0,492.0
706.66,3.0,492.0
704.28,3.0,491.0
705.5699999999999,3.0,491.0
705.67,3.0,491.0
706.36,3.0,490.0
704.03,3.0,490.0
703.56,3.0,490.0
704.01,3.0,490.0
704.62,3.0,490.0
703.97,3.0,489.0
704.0799999999999,3.0,489.0
703.28,3.0,489.0
705.14,3.0,489.0
704.7099999999999,3.0,489.0
702.48,3.0,488.0
704.64,3.0,488.0
703.64,3.0,488.0
702.13,3.0,488.0
705.15,3.0,488.0
704.29,3.0,488.0
701.95,3.0,488.0
703.1300000000001,3.0,487.0
703.53,3.0,487.0
702.76,3.0,488.0
703.64,3.0,487.0
703.34,3.0,487.0
702.32,3.0,487.0
703.25,3.0,487.0
705.85,3.0,487.0
703.3399999999999,3.0,487.0
704.03,3.0,487.0
704.75,3.0,487.0
703.2,3.0,486.0
705.84,3.0,487.0
705.22,3.0,486.0
703.97,3.0,486.0
706.38,3.0,486.0
705.46,3.0,486.0
703.72,3.0,486.0
704.1899999999999,3.0,486.0
705.96,3.0,486.0
704.7199999999999,3.0,486.0
704.5899999999999,3.0,486.0
